car_id,car_type,car_class,number_seat_first_class,number_seat_second_class,train_id
33097,VU,A,58,0,5495
33098,VTU,A,58,0,5495
33099,VTU,A,58,0,5495
33100,VU,B,0,88,5495
33101,VU,A,58,0,5496
33102,VU,A,58,0,5496
33103,VU,A,58,0,5496
33104,VU,A,58,0,5496
33105,VU,B,0,88,5496
33106,VU,A,58,0,5497
33107,VU,B,0,88,5497
33108,VU,A,58,0,5497
33109,VU,B,0,88,5497
33110,VTU,B,0,88,5497
33111,VTU,B,0,88,5497
33112,VU,A,58,0,5497
33113,VU,B,0,88,5497
33114,VTU,A,58,0,5498
33115,VU,A,58,0,5498
33116,VU,B,0,88,5498
33117,VTU,B,0,88,5498
33118,VU,B,0,88,5498
33119,VTU,A,58,0,5499
33120,VTU,A,58,0,5499
33121,VTU,A,58,0,5499
33122,VU,A,58,0,5499
33123,VTU,B,0,88,5499
33124,VTU,A,58,0,5499
33125,VTU,A,58,0,5499
33126,VU,A,58,0,5499
33127,VTU,A,58,0,5500
33128,VU,A,58,0,5500
33129,VU,A,58,0,5500
33130,VU,A,58,0,5500
33131,VTU,A,58,0,5500
33132,VU,B,0,88,5500
33133,VU,B,0,88,5500
33134,VU,A,58,0,5500
33135,VTU,B,0,88,5501
33136,VU,A,58,0,5501
33137,VU,B,0,88,5501
33138,VU,B,0,88,5501
33139,VTU,B,0,88,5501
33140,VTU,B,0,88,5501
33141,VTU,B,0,88,5502
33142,VU,B,0,88,5502
33143,VU,B,0,88,5502
33144,VU,B,0,88,5502
33145,VU,B,0,88,5503
33146,VTU,A,58,0,5503
33147,VU,A,58,0,5503
33148,VU,A,58,0,5503
33149,VTU,B,0,88,5504
33150,VTU,B,0,88,5504
33151,VU,A,58,0,5504
33152,VTU,B,0,88,5504
33153,VU,A,58,0,5505
33154,VTU,A,58,0,5505
33155,VU,A,58,0,5505
33156,VTU,B,0,88,5505
33157,VU,B,0,88,5505
33158,VU,B,0,88,5505
33159,VU,A,58,0,5506
33160,VU,A,58,0,5506
33161,VTU,A,58,0,5506
33162,VTU,B,0,88,5506
33163,VTU,A,58,0,5506
33164,VTU,B,0,88,5506
33165,VTU,A,58,0,5507
33166,VU,A,58,0,5507
33167,VTU,A,58,0,5507
33168,VTU,B,0,88,5507
33169,VTU,B,0,88,5507
33170,VTU,B,0,88,5507
33171,VU,A,58,0,5507
33172,VTU,A,58,0,5507
33173,VTU,B,0,88,5508
33174,VTU,B,0,88,5508
33175,VTU,A,58,0,5508
33176,VU,B,0,88,5508
33177,VTU,A,58,0,5508
33178,VU,A,58,0,5508
33179,VU,A,58,0,5508
33180,VU,B,0,88,5508
33181,VU,A,58,0,5509
33182,VTU,A,58,0,5509
33183,VU,B,0,88,5509
33184,VTU,B,0,88,5509
33185,VTU,A,58,0,5509
33186,VTU,A,58,0,5510
33187,VU,B,0,88,5510
33188,VTU,A,58,0,5510
33189,VTU,A,58,0,5510
33190,VTU,A,58,0,5510
33191,VU,A,58,0,5510
33192,VU,B,0,88,5511
33193,VU,A,58,0,5511
33194,VTU,B,0,88,5511
33195,VU,A,58,0,5511
33196,VU,B,0,88,5511
33197,VU,A,58,0,5511
33198,VTU,B,0,88,5511
33199,VU,B,0,88,5511
33200,VU,B,0,88,5512
33201,VTU,B,0,88,5512
33202,VTU,B,0,88,5512
33203,VU,B,0,88,5512
33204,VU,A,58,0,5512
33205,VU,B,0,88,5513
33206,VTU,A,58,0,5513
33207,VTU,B,0,88,5513
33208,VU,A,58,0,5513
33209,VU,B,0,88,5513
33210,VU,B,0,88,5514
33211,VTU,A,58,0,5514
33212,VTU,A,58,0,5514
33213,VU,A,58,0,5514
33214,VU,B,0,88,5514
33215,VU,A,58,0,5514
33216,VU,A,58,0,5515
33217,VTU,B,0,88,5515
33218,VTU,A,58,0,5515
33219,VTU,A,58,0,5515
33220,VTU,B,0,88,5515
33221,VU,A,58,0,5515
33222,VTU,B,0,88,5515
33223,VU,A,58,0,5515
33224,VU,B,0,88,5516
33225,VTU,A,58,0,5516
33226,VTU,B,0,88,5516
33227,VTU,A,58,0,5516
33228,VU,A,58,0,5516
33229,VTU,A,58,0,5516
33230,VTU,B,0,88,5516
33231,VTU,A,58,0,5516
33232,VTU,B,0,88,5517
33233,VU,A,58,0,5517
33234,VU,A,58,0,5517
33235,VTU,B,0,88,5517
33236,VTU,A,58,0,5517
33237,VTU,A,58,0,5518
33238,VU,A,58,0,5518
33239,VTU,A,58,0,5518
33240,VU,A,58,0,5518
33241,VU,A,58,0,5518
33242,VTU,A,58,0,5518
33243,VTU,A,58,0,5518
33244,VU,B,0,88,5519
33245,VU,A,58,0,5519
33246,VTU,A,58,0,5519
33247,VU,A,58,0,5519
33248,VTU,A,58,0,5519
33249,VU,A,58,0,5519
33250,VTU,A,58,0,5519
33251,VU,B,0,88,5520
33252,VU,A,58,0,5520
33253,VTU,B,0,88,5520
33254,VU,A,58,0,5520
33255,VTU,A,58,0,5520
33256,VTU,B,0,88,5521
33257,VU,A,58,0,5521
33258,VTU,B,0,88,5521
33259,VU,A,58,0,5521
33260,VU,A,58,0,5521
33261,VU,B,0,88,5521
33262,VU,A,58,0,5522
33263,VTU,B,0,88,5522
33264,VU,B,0,88,5522
33265,VU,B,0,88,5522
33266,VTU,B,0,88,5522
33267,VTU,A,58,0,5522
33268,VU,B,0,88,5523
33269,VU,A,58,0,5523
33270,VTU,A,58,0,5523
33271,VTU,A,58,0,5523
33272,VTU,B,0,88,5523
33273,VTU,B,0,88,5524
33274,VU,A,58,0,5524
33275,VTU,B,0,88,5524
33276,VTU,B,0,88,5524
33277,VU,A,58,0,5524
33278,VTU,B,0,88,5524
33279,VU,B,0,88,5524
33280,VU,B,0,88,5524
33281,VTU,B,0,88,5525
33282,VU,B,0,88,5525
33283,VTU,A,58,0,5525
33284,VU,B,0,88,5525
33285,VU,B,0,88,5525
33286,VU,B,0,88,5525
33287,VU,B,0,88,5525
33288,VU,A,58,0,5525
33289,VU,A,58,0,5526
33290,VU,A,58,0,5526
33291,VTU,A,58,0,5526
33292,VTU,A,58,0,5526
33293,VTU,B,0,88,5526
33294,VTU,A,58,0,5526
33295,VTU,A,58,0,5526
33296,VU,A,58,0,5526
33297,VTU,A,58,0,5527
33298,VU,A,58,0,5527
33299,VU,B,0,88,5527
33300,VTU,A,58,0,5527
33301,VTU,A,58,0,5527
33302,VTU,B,0,88,5527
33303,VTU,B,0,88,5527
33304,VTU,A,58,0,5527
33305,VTU,A,58,0,5528
33306,VTU,B,0,88,5528
33307,VTU,B,0,88,5528
33308,VU,B,0,88,5528
33309,VU,B,0,88,5528
33310,VTU,B,0,88,5528
33311,VU,A,58,0,5529
33312,VTU,B,0,88,5529
33313,VU,B,0,88,5529
33314,VTU,A,58,0,5529
33315,VU,B,0,88,5529
33316,VTU,B,0,88,5529
33317,VU,A,58,0,5529
33318,VU,B,0,88,5529
33319,VTU,B,0,88,5530
33320,VU,A,58,0,5530
33321,VTU,B,0,88,5530
33322,VU,A,58,0,5530
33323,VTU,B,0,88,5530
33324,VTU,A,58,0,5530
33325,VTU,B,0,88,5530
33326,VU,A,58,0,5530
33327,VU,B,0,88,5531
33328,VTU,B,0,88,5531
33329,VTU,B,0,88,5531
33330,VU,B,0,88,5531
33331,VTU,A,58,0,5531
33332,VTU,A,58,0,5532
33333,VTU,B,0,88,5532
33334,VTU,A,58,0,5532
33335,VTU,A,58,0,5532
33336,VTU,A,58,0,5532
33337,VTU,A,58,0,5532
33338,VTU,B,0,88,5532
33339,VU,B,0,88,5533
33340,VTU,B,0,88,5533
33341,VTU,A,58,0,5533
33342,VU,A,58,0,5533
33343,VTU,B,0,88,5534
33344,VTU,B,0,88,5534
33345,VTU,B,0,88,5534
33346,VTU,A,58,0,5534
33347,VTU,A,58,0,5534
33348,VTU,A,58,0,5534
33349,VTU,A,58,0,5534
33350,VU,B,0,88,5535
33351,VU,A,58,0,5535
33352,VTU,B,0,88,5535
33353,VU,B,0,88,5535
33354,VU,B,0,88,5535
33355,VU,A,58,0,5535
33356,VTU,A,58,0,5535
33357,VU,A,58,0,5536
33358,VTU,A,58,0,5536
33359,VTU,A,58,0,5536
33360,VTU,B,0,88,5536
33361,VTU,A,58,0,5536
33362,VU,A,58,0,5536
33363,VTU,A,58,0,5537
33364,VTU,B,0,88,5537
33365,VU,B,0,88,5537
33366,VTU,A,58,0,5537
33367,VU,B,0,88,5537
33368,VU,A,58,0,5537
33369,VU,B,0,88,5537
33370,VTU,A,58,0,5537
33371,VTU,B,0,88,5538
33372,VU,B,0,88,5538
33373,VTU,B,0,88,5538
33374,VTU,B,0,88,5538
33375,VTU,B,0,88,5538
33376,VU,A,58,0,5539
33377,VU,B,0,88,5539
33378,VTU,A,58,0,5539
33379,VTU,A,58,0,5539
33380,VU,A,58,0,5539
33381,VTU,B,0,88,5539
33382,VU,B,0,88,5540
33383,VU,B,0,88,5540
33384,VTU,B,0,88,5540
33385,VTU,B,0,88,5540
33386,VTU,A,58,0,5541
33387,VTU,B,0,88,5541
33388,VTU,B,0,88,5541
33389,VU,A,58,0,5541
33390,VU,A,58,0,5541
33391,VTU,A,58,0,5541
33392,VTU,B,0,88,5541
33393,VU,A,58,0,5542
33394,VTU,B,0,88,5542
33395,VTU,B,0,88,5542
33396,VU,A,58,0,5542
33397,VTU,B,0,88,5542
33398,VTU,A,58,0,5542
33399,VU,A,58,0,5542
33400,VU,A,58,0,5542
33401,VTU,B,0,88,5543
33402,VTU,A,58,0,5543
33403,VU,A,58,0,5543
33404,VU,A,58,0,5543
33405,VU,B,0,88,5543
33406,VTU,B,0,88,5543
33407,VU,B,0,88,5544
33408,VU,A,58,0,5544
33409,VU,B,0,88,5544
33410,VTU,B,0,88,5544
33411,VU,A,58,0,5544
33412,VTU,B,0,88,5544
33413,VTU,B,0,88,5545
33414,VTU,B,0,88,5545
33415,VU,B,0,88,5545
33416,VU,A,58,0,5545
33417,VU,A,58,0,5545
33418,VTU,B,0,88,5545
33419,VTU,B,0,88,5545
33420,VTU,A,58,0,5546
33421,VTU,B,0,88,5546
33422,VU,B,0,88,5546
33423,VU,A,58,0,5546
33424,VU,A,58,0,5546
33425,VU,B,0,88,5546
33426,VTU,B,0,88,5546
33427,VU,A,58,0,5547
33428,VTU,B,0,88,5547
33429,VTU,B,0,88,5547
33430,VU,A,58,0,5547
33431,VU,B,0,88,5547
33432,VTU,A,58,0,5547
33433,VU,A,58,0,5547
33434,VTU,A,58,0,5547
33435,VTU,A,58,0,5548
33436,VU,A,58,0,5548
33437,VTU,B,0,88,5548
33438,VTU,B,0,88,5548
33439,VU,B,0,88,5548
33440,VU,B,0,88,5549
33441,VTU,B,0,88,5549
33442,VU,B,0,88,5549
33443,VTU,A,58,0,5549
33444,VTU,A,58,0,5549
33445,VU,A,58,0,5549
33446,VTU,A,58,0,5550
33447,VTU,A,58,0,5550
33448,VTU,B,0,88,5550
33449,VU,B,0,88,5550
33450,VTU,B,0,88,5550
33451,VU,B,0,88,5551
33452,VTU,A,58,0,5551
33453,VU,B,0,88,5551
33454,VTU,A,58,0,5551
33455,VU,A,58,0,5551
33456,VTU,A,58,0,5551
33457,VTU,B,0,88,5551
33458,VTU,B,0,88,5551
33459,VTU,B,0,88,5552
33460,VU,A,58,0,5552
33461,VTU,A,58,0,5552
33462,VTU,A,58,0,5552
33463,VU,A,58,0,5552
33464,VTU,B,0,88,5552
33465,VU,B,0,88,5552
33466,VU,B,0,88,5553
33467,VU,B,0,88,5553
33468,VU,B,0,88,5553
33469,VTU,A,58,0,5553
33470,VTU,A,58,0,5553
33471,VTU,B,0,88,5553
33472,VU,B,0,88,5553
33473,VU,A,58,0,5553
33474,VTU,A,58,0,5554
33475,VTU,A,58,0,5554
33476,VTU,A,58,0,5554
33477,VU,A,58,0,5554
33478,VU,A,58,0,5554
33479,VU,A,58,0,5555
33480,VTU,A,58,0,5555
33481,VU,B,0,88,5555
33482,VU,A,58,0,5555
33483,VTU,A,58,0,5555
33484,VU,A,58,0,5555
33485,VU,A,58,0,5555
33486,VU,A,58,0,5556
33487,VTU,B,0,88,5556
33488,VTU,B,0,88,5556
33489,VTU,B,0,88,5556
33490,VU,B,0,88,5556
33491,VTU,B,0,88,5556
33492,VU,A,58,0,5557
33493,VU,A,58,0,5557
33494,VU,B,0,88,5557
33495,VTU,B,0,88,5557
33496,VU,A,58,0,5558
33497,VU,A,58,0,5558
33498,VU,B,0,88,5558
33499,VU,A,58,0,5558
33500,VU,B,0,88,5558
33501,VTU,A,58,0,5558
33502,VTU,B,0,88,5558
33503,VTU,B,0,88,5559
33504,VU,B,0,88,5559
33505,VU,A,58,0,5559
33506,VU,B,0,88,5559
33507,VU,A,58,0,5559
33508,VU,B,0,88,5560
33509,VTU,B,0,88,5560
33510,VU,A,58,0,5560
33511,VTU,B,0,88,5560
33512,VTU,B,0,88,5561
33513,VTU,B,0,88,5561
33514,VU,A,58,0,5561
33515,VU,A,58,0,5561
33516,VTU,A,58,0,5561
33517,VTU,A,58,0,5561
33518,VTU,B,0,88,5561
33519,VU,B,0,88,5562
33520,VU,B,0,88,5562
33521,VU,B,0,88,5562
33522,VU,A,58,0,5562
33523,VU,A,58,0,5562
33524,VU,B,0,88,5563
33525,VU,B,0,88,5563
33526,VU,A,58,0,5563
33527,VU,B,0,88,5563
33528,VTU,A,58,0,5563
33529,VTU,B,0,88,5564
33530,VTU,B,0,88,5564
33531,VU,A,58,0,5564
33532,VTU,A,58,0,5564
33533,VTU,B,0,88,5564
33534,VU,A,58,0,5565
33535,VTU,B,0,88,5565
33536,VU,A,58,0,5565
33537,VU,A,58,0,5565
33538,VTU,B,0,88,5565
33539,VTU,B,0,88,5565
33540,VTU,B,0,88,5566
33541,VTU,A,58,0,5566
33542,VU,B,0,88,5566
33543,VTU,A,58,0,5566
33544,VU,A,58,0,5566
33545,VTU,B,0,88,5566
33546,VU,B,0,88,5566
33547,VU,A,58,0,5566
33548,VTU,A,58,0,5567
33549,VTU,B,0,88,5567
33550,VTU,B,0,88,5567
33551,VTU,B,0,88,5567
33552,VU,A,58,0,5568
33553,VTU,B,0,88,5568
33554,VU,A,58,0,5568
33555,VU,A,58,0,5568
33556,VU,B,0,88,5568
33557,VTU,A,58,0,5568
33558,VU,B,0,88,5568
33559,VTU,B,0,88,5569
33560,VU,A,58,0,5569
33561,VU,B,0,88,5569
33562,VU,A,58,0,5569
33563,VU,A,58,0,5569
33564,VTU,B,0,88,5569
33565,VU,B,0,88,5569
33566,VTU,B,0,88,5569
33567,VU,B,0,88,5570
33568,VTU,A,58,0,5570
33569,VU,B,0,88,5570
33570,VU,B,0,88,5570
33571,VU,A,58,0,5570
33572,VU,A,58,0,5570
33573,VTU,A,58,0,5570
33574,VTU,B,0,88,5571
33575,VU,A,58,0,5571
33576,VTU,A,58,0,5571
33577,VTU,B,0,88,5571
33578,VU,A,58,0,5572
33579,VTU,A,58,0,5572
33580,VTU,A,58,0,5572
33581,VTU,B,0,88,5572
33582,VU,A,58,0,5572
33583,VTU,A,58,0,5572
33584,VTU,A,58,0,5573
33585,VU,B,0,88,5573
33586,VTU,A,58,0,5573
33587,VTU,A,58,0,5573
33588,VTU,A,58,0,5573
33589,VU,B,0,88,5573
33590,VTU,B,0,88,5574
33591,VTU,A,58,0,5574
33592,VTU,B,0,88,5574
33593,VU,B,0,88,5574
33594,VTU,A,58,0,5574
33595,VTU,B,0,88,5574
33596,VU,B,0,88,5575
33597,VTU,B,0,88,5575
33598,VU,A,58,0,5575
33599,VU,B,0,88,5575
33600,VTU,B,0,88,5575
33601,VTU,A,58,0,5576
33602,VU,A,58,0,5576
33603,VTU,B,0,88,5576
33604,VU,B,0,88,5576
33605,VTU,A,58,0,5577
33606,VTU,B,0,88,5577
33607,VU,B,0,88,5577
33608,VU,A,58,0,5577
33609,VTU,B,0,88,5577
33610,VTU,A,58,0,5578
33611,VU,B,0,88,5578
33612,VTU,A,58,0,5578
33613,VTU,A,58,0,5578
33614,VTU,B,0,88,5578
33615,VTU,A,58,0,5578
33616,VU,B,0,88,5578
33617,VU,B,0,88,5578
33618,VU,A,58,0,5579
33619,VU,A,58,0,5579
33620,VU,B,0,88,5579
33621,VTU,B,0,88,5579
33622,VU,B,0,88,5579
33623,VTU,B,0,88,5579
33624,VTU,B,0,88,5579
33625,VTU,B,0,88,5580
33626,VTU,B,0,88,5580
33627,VTU,B,0,88,5580
33628,VU,A,58,0,5580
33629,VTU,A,58,0,5580
33630,VU,A,58,0,5580
33631,VTU,A,58,0,5580
33632,VTU,B,0,88,5580
33633,VTU,A,58,0,5581
33634,VTU,A,58,0,5581
33635,VU,A,58,0,5581
33636,VU,B,0,88,5581
33637,VTU,B,0,88,5581
33638,VTU,A,58,0,5581
33639,VTU,B,0,88,5582
33640,VTU,A,58,0,5582
33641,VTU,B,0,88,5582
33642,VTU,B,0,88,5582
33643,VU,B,0,88,5582
33644,VU,B,0,88,5582
33645,VU,A,58,0,5582
33646,VU,B,0,88,5582
33647,VTU,B,0,88,5583
33648,VTU,A,58,0,5583
33649,VTU,A,58,0,5583
33650,VU,B,0,88,5583
33651,VU,B,0,88,5583
33652,VU,A,58,0,5583
33653,VU,A,58,0,5584
33654,VU,A,58,0,5584
33655,VU,B,0,88,5584
33656,VTU,B,0,88,5584
33657,VTU,B,0,88,5584
33658,VU,A,58,0,5584
33659,VTU,A,58,0,5584
33660,VU,B,0,88,5584
33661,VTU,B,0,88,5585
33662,VU,A,58,0,5585
33663,VTU,A,58,0,5585
33664,VU,B,0,88,5585
33665,VTU,B,0,88,5585
33666,VU,A,58,0,5585
33667,VU,B,0,88,5585
33668,VTU,B,0,88,5586
33669,VTU,B,0,88,5586
33670,VU,B,0,88,5586
33671,VTU,A,58,0,5586
33672,VTU,B,0,88,5586
33673,VU,A,58,0,5586
33674,VTU,B,0,88,5586
33675,VU,B,0,88,5587
33676,VTU,B,0,88,5587
33677,VTU,B,0,88,5587
33678,VTU,B,0,88,5587
33679,VTU,A,58,0,5587
33680,VTU,B,0,88,5587
33681,VU,B,0,88,5588
33682,VTU,B,0,88,5588
33683,VTU,B,0,88,5588
33684,VTU,B,0,88,5588
33685,VTU,A,58,0,5589
33686,VTU,B,0,88,5589
33687,VTU,B,0,88,5589
33688,VTU,B,0,88,5589
33689,VTU,B,0,88,5589
33690,VU,B,0,88,5589
33691,VTU,B,0,88,5590
33692,VTU,A,58,0,5590
33693,VU,A,58,0,5590
33694,VU,A,58,0,5590
33695,VTU,B,0,88,5590
33696,VTU,B,0,88,5590
33697,VTU,B,0,88,5591
33698,VTU,A,58,0,5591
33699,VU,B,0,88,5591
33700,VU,B,0,88,5591
33701,VU,B,0,88,5591
33702,VTU,B,0,88,5591
33703,VU,B,0,88,5591
33704,VU,A,58,0,5591
33705,VU,B,0,88,5592
33706,VTU,A,58,0,5592
33707,VU,B,0,88,5592
33708,VTU,A,58,0,5592
33709,VTU,A,58,0,5592
33710,VTU,A,58,0,5592
33711,VTU,B,0,88,5593
33712,VU,B,0,88,5593
33713,VU,B,0,88,5593
33714,VU,B,0,88,5593
33715,VTU,A,58,0,5593
33716,VU,B,0,88,5593
33717,VTU,B,0,88,5593
33718,VTU,A,58,0,5594
33719,VTU,B,0,88,5594
33720,VU,B,0,88,5594
33721,VU,B,0,88,5594
33722,VTU,B,0,88,5594
33723,VU,B,0,88,5595
33724,VU,A,58,0,5595
33725,VTU,B,0,88,5595
33726,VTU,A,58,0,5595
33727,VTU,B,0,88,5595
33728,VU,A,58,0,5595
33729,VTU,B,0,88,5595
33730,VTU,B,0,88,5596
33731,VTU,B,0,88,5596
33732,VTU,A,58,0,5596
33733,VU,B,0,88,5596
33734,VTU,B,0,88,5596
33735,VTU,B,0,88,5596
33736,VTU,B,0,88,5597
33737,VTU,A,58,0,5597
33738,VU,B,0,88,5597
33739,VU,B,0,88,5597
33740,VU,B,0,88,5598
33741,VU,A,58,0,5598
33742,VU,A,58,0,5598
33743,VU,B,0,88,5598
33744,VTU,B,0,88,5598
33745,VTU,B,0,88,5599
33746,VTU,B,0,88,5599
33747,VTU,B,0,88,5599
33748,VTU,B,0,88,5599
33749,VTU,A,58,0,5599
33750,VTU,A,58,0,5599
33751,VU,A,58,0,5600
33752,VU,A,58,0,5600
33753,VTU,A,58,0,5600
33754,VU,B,0,88,5600
33755,VTU,B,0,88,5600
33756,VU,B,0,88,5600
33757,VU,B,0,88,5600
33758,VTU,B,0,88,5601
33759,VU,B,0,88,5601
33760,VTU,B,0,88,5601
33761,VTU,B,0,88,5601
33762,VU,A,58,0,5602
33763,VTU,A,58,0,5602
33764,VU,A,58,0,5602
33765,VTU,B,0,88,5602
33766,VTU,B,0,88,5602
33767,VU,B,0,88,5602
33768,VTU,B,0,88,5602
33769,VTU,A,58,0,5602
33770,VU,B,0,88,5603
33771,VTU,B,0,88,5603
33772,VTU,A,58,0,5603
33773,VU,A,58,0,5603
33774,VTU,A,58,0,5603
33775,VTU,B,0,88,5603
33776,VTU,B,0,88,5603
33777,VTU,B,0,88,5603
33778,VU,A,58,0,5604
33779,VTU,A,58,0,5604
33780,VU,A,58,0,5604
33781,VTU,A,58,0,5604
33782,VTU,A,58,0,5604
33783,VU,A,58,0,5604
33784,VTU,A,58,0,5605
33785,VU,B,0,88,5605
33786,VU,B,0,88,5605
33787,VTU,A,58,0,5605
33788,VTU,A,58,0,5605
33789,VU,A,58,0,5605
33790,VU,B,0,88,5606
33791,VU,B,0,88,5606
33792,VTU,A,58,0,5606
33793,VU,A,58,0,5606
33794,VU,B,0,88,5606
33795,VU,B,0,88,5606
33796,VTU,A,58,0,5607
33797,VU,B,0,88,5607
33798,VU,B,0,88,5607
33799,VTU,A,58,0,5607
33800,VTU,B,0,88,5607
33801,VU,B,0,88,5607
33802,VTU,A,58,0,5607
33803,VU,B,0,88,5608
33804,VTU,A,58,0,5608
33805,VTU,B,0,88,5608
33806,VTU,B,0,88,5608
33807,VU,A,58,0,5608
33808,VTU,B,0,88,5609
33809,VTU,A,58,0,5609
33810,VU,A,58,0,5609
33811,VTU,A,58,0,5609
33812,VTU,B,0,88,5609
33813,VTU,B,0,88,5610
33814,VU,A,58,0,5610
33815,VTU,A,58,0,5610
33816,VTU,B,0,88,5610
33817,VTU,A,58,0,5610
33818,VU,A,58,0,5611
33819,VU,A,58,0,5611
33820,VU,A,58,0,5611
33821,VTU,B,0,88,5611
33822,VU,A,58,0,5611
33823,VTU,A,58,0,5611
33824,VTU,A,58,0,5611
33825,VTU,A,58,0,5612
33826,VTU,B,0,88,5612
33827,VTU,A,58,0,5612
33828,VU,A,58,0,5612
33829,VTU,B,0,88,5613
33830,VTU,B,0,88,5613
33831,VTU,B,0,88,5613
33832,VU,B,0,88,5613
33833,VTU,B,0,88,5613
33834,VU,B,0,88,5613
33835,VU,B,0,88,5613
33836,VTU,A,58,0,5614
33837,VU,B,0,88,5614
33838,VU,B,0,88,5614
33839,VU,A,58,0,5614
33840,VTU,B,0,88,5614
33841,VU,A,58,0,5614
33842,VTU,B,0,88,5614
33843,VTU,A,58,0,5614
33844,VTU,A,58,0,5615
33845,VTU,A,58,0,5615
33846,VU,A,58,0,5615
33847,VTU,B,0,88,5615
33848,VTU,B,0,88,5616
33849,VU,B,0,88,5616
33850,VTU,B,0,88,5616
33851,VTU,A,58,0,5616
33852,VU,B,0,88,5617
33853,VTU,B,0,88,5617
33854,VU,B,0,88,5617
33855,VTU,A,58,0,5617
33856,VU,B,0,88,5617
33857,VU,A,58,0,5618
33858,VU,B,0,88,5618
33859,VU,A,58,0,5618
33860,VU,A,58,0,5618
33861,VTU,B,0,88,5618
33862,VTU,A,58,0,5618
33863,VU,B,0,88,5618
33864,VTU,B,0,88,5618
33865,VTU,B,0,88,5619
33866,VTU,A,58,0,5619
33867,VU,B,0,88,5619
33868,VTU,B,0,88,5619
33869,VU,A,58,0,5620
33870,VTU,A,58,0,5620
33871,VTU,B,0,88,5620
33872,VTU,B,0,88,5620
33873,VU,A,58,0,5620
33874,VTU,A,58,0,5620
33875,VTU,B,0,88,5621
33876,VTU,B,0,88,5621
33877,VTU,B,0,88,5621
33878,VTU,A,58,0,5621
33879,VTU,A,58,0,5622
33880,VU,B,0,88,5622
33881,VTU,B,0,88,5622
33882,VU,A,58,0,5622
33883,VTU,A,58,0,5622
33884,VTU,B,0,88,5622
33885,VTU,A,58,0,5623
33886,VTU,B,0,88,5623
33887,VU,B,0,88,5623
33888,VTU,A,58,0,5623
33889,VTU,B,0,88,5623
33890,VU,A,58,0,5623
33891,VTU,A,58,0,5624
33892,VTU,A,58,0,5624
33893,VU,B,0,88,5624
33894,VU,B,0,88,5624
33895,VU,B,0,88,5624
33896,VTU,B,0,88,5624
33897,VU,B,0,88,5624
33898,VU,B,0,88,5625
33899,VTU,A,58,0,5625
33900,VTU,B,0,88,5625
33901,VU,A,58,0,5625
33902,VU,B,0,88,5625
33903,VU,B,0,88,5626
33904,VTU,A,58,0,5626
33905,VU,A,58,0,5626
33906,VTU,A,58,0,5626
33907,VU,A,58,0,5626
33908,VU,B,0,88,5627
33909,VU,B,0,88,5627
33910,VTU,B,0,88,5627
33911,VU,B,0,88,5627
33912,VU,A,58,0,5627
33913,VTU,B,0,88,5628
33914,VTU,B,0,88,5628
33915,VU,B,0,88,5628
33916,VU,A,58,0,5628
33917,VTU,A,58,0,5628
33918,VU,B,0,88,5628
33919,VU,B,0,88,5628
33920,VU,B,0,88,5629
33921,VTU,B,0,88,5629
33922,VU,B,0,88,5629
33923,VTU,A,58,0,5629
33924,VU,A,58,0,5629
33925,VU,B,0,88,5629
33926,VU,A,58,0,5629
33927,VU,B,0,88,5629
33928,VTU,B,0,88,5630
33929,VTU,A,58,0,5630
33930,VTU,A,58,0,5630
33931,VTU,B,0,88,5630
33932,VU,A,58,0,5630
33933,VTU,B,0,88,5630
33934,VTU,B,0,88,5631
33935,VU,A,58,0,5631
33936,VU,A,58,0,5631
33937,VU,B,0,88,5631
33938,VTU,B,0,88,5631
33939,VTU,B,0,88,5631
33940,VU,B,0,88,5632
33941,VTU,A,58,0,5632
33942,VTU,B,0,88,5632
33943,VTU,A,58,0,5632
33944,VU,B,0,88,5632
33945,VTU,A,58,0,5633
33946,VTU,B,0,88,5633
33947,VTU,B,0,88,5633
33948,VU,B,0,88,5633
33949,VU,B,0,88,5633
33950,VTU,A,58,0,5633
33951,VU,A,58,0,5633
33952,VTU,B,0,88,5633
33953,VTU,A,58,0,5634
33954,VTU,B,0,88,5634
33955,VTU,A,58,0,5634
33956,VTU,A,58,0,5634
33957,VU,A,58,0,5634
33958,VTU,A,58,0,5635
33959,VTU,B,0,88,5635
33960,VU,A,58,0,5635
33961,VU,B,0,88,5635
33962,VU,B,0,88,5635
33963,VU,A,58,0,5636
33964,VTU,A,58,0,5636
33965,VU,A,58,0,5636
33966,VU,B,0,88,5636
33967,VTU,A,58,0,5636
33968,VU,B,0,88,5637
33969,VU,A,58,0,5637
33970,VU,B,0,88,5637
33971,VU,B,0,88,5637
33972,VU,A,58,0,5637
33973,VTU,A,58,0,5637
33974,VTU,B,0,88,5637
33975,VTU,B,0,88,5637
33976,VU,B,0,88,5638
33977,VTU,B,0,88,5638
33978,VTU,B,0,88,5638
33979,VTU,A,58,0,5638
33980,VTU,A,58,0,5639
33981,VTU,B,0,88,5639
33982,VTU,A,58,0,5639
33983,VTU,A,58,0,5639
33984,VTU,B,0,88,5639
33985,VU,B,0,88,5639
33986,VTU,A,58,0,5639
33987,VU,A,58,0,5640
33988,VTU,A,58,0,5640
33989,VTU,B,0,88,5640
33990,VTU,B,0,88,5640
33991,VTU,B,0,88,5640
33992,VTU,B,0,88,5640
33993,VU,B,0,88,5640
33994,VU,B,0,88,5640
